model_name,inchi,smiles,excited,multiplicity,lumped,stereochemistry
CH2OHCH(OOH)CO,"InChI=1S/C3H5O4/c4-1-3(2-5)7-6/h3-4,6H,1H2",OCC([C]=O)OO,0,0,0,1
CH2OCH(OOH)CHO,"InChI=1S/C3H5O4/c4-1-3(2-5)7-6/h1,3,6H,2H2",O=CC(C[O])OO,0,0,0,1
HOCH2CHO,"InChI=1S/C2H4O2/c3-1-2-4/h1,4H,2H2",O=CCO,0,0,0,1
C2H3COOH,"InChI=1S/C3H4O2/c1-2-3(4)5/h2H,1H2,(H,4,5)",C=CC(O)=O,0,0,0,1
C2H5COCH2,"InChI=1S/C4H7O/c1-3-4(2)5/h2-3H2,1H3",CCC([CH2])=O,0,0,0,1
NC4KET21,"InChI=1S/C4H8O3/c1-2-4(5)3-7-6/h6H,2-3H2,1H3",CCC(COO)=O,0,0,0,1
NC3H7COCH2,"InChI=1S/C5H9O/c1-3-4-5(2)6/h2-4H2,1H3",CCCC([CH2])=O,0,0,0,1
NC5KET21,"InChI=1S/C5H10O3/c1-2-3-5(6)4-8-7/h7H,2-4H2,1H3",CCCC(COO)=O,0,0,0,1
NC3H7CO,"InChI=1S/C4H7O/c1-2-3-4-5/h2-3H2,1H3",CCC[C]=O,0,0,0,1
C6Y2-1J,"InChI=1S/C6H11O/c1-3-4-5-6(2)7/h2-5H2,1H3",CCCCC([CH2])=O,0,0,0,1
C6KET21,"InChI=1S/C6H12O3/c1-2-3-4-6(7)5-9-8/h8H,2-5H2,1H3",CCCCC(COO)=O,0,0,0,1
PC4H9CO,"InChI=1S/C5H9O/c1-2-3-4-5-6/h2-4H2,1H3",CCCC[C]=O,0,0,0,1
C2H5CO3,"InChI=1S/C3H5O3/c1-2-3(4)6-5/h2H2,1H3",CCC(=O)O[O],0,0,0,1
C2H5CO3H,"InChI=1S/C3H6O3/c1-2-3(4)6-5/h5H,2H2,1H3",CCC(=O)OO,0,0,0,1
CH3CH(OO)CHO,"InChI=1S/C3H5O3/c1-3(2-4)6-5/h2-3H,1H3",CC(C=O)O[O],0,0,0,1
O2CH2CH2CHO,"InChI=1S/C3H5O3/c4-2-1-3-6-5/h2H,1,3H2",O=CCCO[O],0,0,0,1
QCH3CHCO3H,"InChI=1S/C3H5O3/c1-2-3(4)6-5/h2,5H,1H3",C[CH]C(=O)OO,0,0,0,1
QCH2CH2CO3H,"InChI=1S/C3H5O3/c1-2-3(4)6-5/h5H,1-2H2",[CH2]CC(=O)OO,0,0,0,1
QCH3CH(OOH)CO,"InChI=1S/C3H5O3/c1-3(2-4)6-5/h3,5H,1H3",CC([C]=O)OO,0,0,0,1
QHO2CH2CHCHO,"InChI=1S/C3H5O3/c4-2-1-3-6-5/h1-2,5H,3H2",[O]C=CCOO,0,0,0,1
QHO2CH2CH2CO,"InChI=1S/C3H5O3/c4-2-1-3-6-5/h5H,1,3H2",O=[C]CCOO,0,0,0,1
CH3#CHCOO#,"InChI=1S/C3H4O2/c1-2-3(4)5-2/h2H,1H3",CC1OC1=O,0,0,0,1
CCH2COOCH2#,InChI=1S/C3H4O2/c4-3-1-2-5-3/h1-2H2,O=C1OCC1,0,0,0,1
CYC2H3OCHO,"InChI=1S/C3H4O2/c4-1-3-2-5-3/h1,3H,2H2",O=CC1OC1,0,0,0,1
C4H8OOH1-3,"InChI=1S/C4H9O2/c1-2-3-4-6-5/h2,5H,3-4H2,1H3",C[CH]CCOO,0,0,0,1
C4H8OOH2-4,"InChI=1S/C4H9O2/c1-3-4(2)6-5/h4-5H,1,3H2,2H3",[CH2]CC(C)OO,0,0,0,1
C4H10,"InChI=1S/C4H10/c1-3-4-2/h3-4H2,1-2H3",CCCC,0,0,0,1
PC4H9,"InChI=1S/C4H9/c1-3-4-2/h1,3-4H2,2H3",[CH2]CCC,0,0,0,1
SC4H9,"InChI=1S/C4H9/c1-3-4-2/h3H,4H2,1-2H3",C[CH]CC,0,0,0,1
C4H8OOH1-2,"InChI=1S/C4H9O2/c1-2-3-4-6-5/h3,5H,2,4H2,1H3",CC[CH]COO,0,0,0,1
C4H8OOH1-2O2,"InChI=1S/C4H9O4/c1-2-4(8-6)3-7-5/h4-5H,2-3H2,1H3",CCC(COO)O[O],0,0,0,1
C4H8OOH1-3O2,"InChI=1S/C4H9O4/c1-4(8-6)2-3-7-5/h4-5H,2-3H2,1H3",CC(CCOO)O[O],0,0,0,1
C4H8OOH1-4,"InChI=1S/C4H9O2/c1-2-3-4-6-5/h5H,1-4H2",[CH2]CCCOO,0,0,0,1
C4H8OOH1-4O2,"InChI=1S/C4H9O4/c5-7-3-1-2-4-8-6/h5H,1-4H2",OOCCCCO[O],0,0,0,1
C4H8OOH2-1,"InChI=1S/C4H9O2/c1-3-4(2)6-5/h4-5H,2-3H2,1H3",CCC([CH2])OO,0,0,0,1
C4H8OOH2-1O2,"InChI=1S/C4H9O4/c1-2-4(8-6)3-7-5/h4,6H,2-3H2,1H3",CCC(CO[O])OO,0,0,0,1
C4H8OOH2-3,"InChI=1S/C4H9O2/c1-3-4(2)6-5/h3-5H,1-2H3",C[CH]C(C)OO,0,0,0,1
C4H8OOH2-3O2,"InChI=1S/C4H9O4/c1-3(7-5)4(2)8-6/h3-5H,1-2H3",CC(C(C)O[O])OO,0,0,0,1
C4H8OOH2-4O2,"InChI=1S/C4H9O4/c1-4(8-6)2-3-7-5/h4,6H,2-3H2,1H3",CC(CCO[O])OO,0,0,0,1
PC4H9O2,"InChI=1S/C4H9O2/c1-2-3-4-6-5/h2-4H2,1H3",CCCCO[O],0,0,0,1
PC4H9O2H,"InChI=1S/C4H10O2/c1-2-3-4-6-5/h5H,2-4H2,1H3",CCCCOO,0,0,0,1
SC4H9O2,"InChI=1S/C4H9O2/c1-3-4(2)6-5/h4H,3H2,1-2H3",CCC(C)O[O],0,0,0,1
SC4H9O2H,"InChI=1S/C4H10O2/c1-3-4(2)6-5/h4-5H,3H2,1-2H3",CCC(C)OO,0,0,0,1
IC4H9O2,"InChI=1S/C4H9O2/c1-4(2)3-6-5/h4H,3H2,1-2H3",CC(C)CO[O],0,0,0,1
IC4H9O2H,"InChI=1S/C4H10O2/c1-4(2)3-6-5/h4-5H,3H2,1-2H3",CC(C)COO,0,0,0,1
TC4H9O2,"InChI=1S/C4H9O2/c1-4(2,3)6-5/h1-3H3",CC(C)(C)O[O],0,0,0,1
TC4H9O2H,"InChI=1S/C4H10O2/c1-4(2,3)6-5/h5H,1-3H3",CC(C)(C)OO,0,0,0,1
C4H72-1OOH,"InChI=1S/C4H8O2/c1-2-3-4-6-5/h2-3,5H,4H2,1H3",CC=CCOO,0,0,0,1
C4H71-4OOH,"InChI=1S/C4H8O2/c1-2-3-4-6-5/h2,5H,1,3-4H2",C=CCCOO,0,0,0,1
C4H71-3OOH,"InChI=1S/C4H8O2/c1-3-4(2)6-5/h3-5H,1H2,2H3",C=CC(C)OO,0,0,0,1
NC4KET12,"InChI=1S/C4H8O3/c1-2-4(3-5)7-6/h3-4,6H,2H2,1H3",CCC(C=O)OO,0,0,0,1
NC4KET13,"InChI=1S/C4H8O3/c1-4(7-6)2-3-5/h3-4,6H,2H2,1H3",CC(CC=O)OO,0,0,0,1
NC4KET14,"InChI=1S/C4H8O3/c5-3-1-2-4-7-6/h3,6H,1-2,4H2",O=CCCCOO,0,0,0,1
NC4KET23,"InChI=1S/C4H8O3/c1-3(5)4(2)7-6/h4,6H,1-2H3",CC(C(C)OO)=O,0,0,0,1
NC4KET24,"InChI=1S/C4H8O3/c1-4(5)2-3-7-6/h6H,2-3H2,1H3",CC(CCOO)=O,0,0,0,1
"C4H71-3,4OOH","InChI=1S/C4H9O4/c1-2-4(8-6)3-7-5/h4-6H,1-3H2",[CH2]CC(COO)OO,0,0,0,1
"C4H72-3,4OOH","InChI=1S/C4H9O4/c1-2-4(8-6)3-7-5/h2,4-6H,3H2,1H3",C[CH]C(COO)OO,0,0,0,1
"C4H71-2,4OOH","InChI=1S/C4H9O4/c1-4(8-6)2-3-7-5/h4-6H,1-3H2",[CH2]C(CCOO)OO,0,0,0,1
"C4H72-1,3OOH","InChI=1S/C4H9O4/c1-4(8-6)2-3-7-5/h2,4-6H,3H2,1H3",CC([CH]COO)OO,0,0,0,1
"C4H72-1,4OOH","InChI=1S/C4H9O4/c5-7-3-1-2-4-8-6/h1,5-6H,2-4H2",OOC[CH]CCOO,0,0,0,1
"C4H71-2,3OOH","InChI=1S/C4H9O4/c1-3(7-5)4(2)8-6/h3-6H,1H2,2H3",[CH2]C(C(C)OO)OO,0,0,0,1
PC4H9O,"InChI=1S/C4H9O/c1-2-3-4-5/h2-4H2,1H3",CCCC[O],0,0,0,1
SC4H9O,"InChI=1S/C4H9O/c1-3-4(2)5/h4H,3H2,1-2H3",CCC(C)[O],0,0,0,1
C4H7O1-3OOH-4,"InChI=1S/C4H8O3/c5-7-3-4-1-2-6-4/h4-5H,1-3H2",OOCC1OCC1,0,0,0,1
C4H7O1-4OOH-2,"InChI=1S/C4H8O3/c5-7-4-1-2-6-3-4/h4-5H,1-3H2",OOC1COCC1,0,0,0,1
C4H7O2-3OOH-1,"InChI=1S/C4H8O3/c1-3-4(7-3)2-6-5/h3-5H,2H2,1H3",CC1OC1COO,0,0,0,1
C4H7O1-3OOH-2,"InChI=1S/C4H8O3/c1-3-4(7-5)2-6-3/h3-5H,2H2,1H3",CC1OCC1OO,0,0,0,1
C4H7O1-2OOH-4,"InChI=1S/C4H8O3/c5-7-2-1-4-3-6-4/h4-5H,1-3H2",OOCCC1OC1,0,0,0,1
C4H7O1-2OOH-3,"InChI=1S/C4H8O3/c1-3(7-5)4-2-6-4/h3-5H,2H2,1H3",CC(C1OC1)OO,0,0,0,1
OCH2CHO,"InChI=1S/C2H3O2/c3-1-2-4/h1H,2H2",O=CC[O],0,0,0,1
C4H8-1,"InChI=1S/C4H8/c1-3-4-2/h3H,1,4H2,2H3",C=CCC,0,0,0,1
C4H8-2,"InChI=1S/C4H8/c1-3-4-2/h3-4H,1-2H3",CC=CC,0,0,0,1
C4H71-3,"InChI=1S/C4H7/c1-3-4-2/h3-4H,1H2,2H3",C=C[CH]C,0,0,0,1
C4H71-O,"InChI=1S/C4H7O/c1-3-4(2)5/h3-4H,1H2,2H3",C=CC(C)[O],0,0,0,1
C4H8O1-2,"InChI=1S/C4H8O/c1-2-4-3-5-4/h4H,2-3H2,1H3",CCC1OC1,0,0,0,1
C4H8O1-3,"InChI=1S/C4H8O/c1-4-2-3-5-4/h4H,2-3H2,1H3",CC1OCC1,0,0,0,1
C4H8O1-4,InChI=1S/C4H8O/c1-2-4-5-3-1/h1-4H2,C1COCC1,0,0,0,1
C4H8O2-3,"InChI=1S/C4H8O/c1-3-4(2)5-3/h3-4H,1-2H3",CC1OC1C,0,0,0,1
C2H5COCH3,"InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3",CCC(C)=O,0,0,0,1
CH2CH2COCH3,"InChI=1S/C4H7O/c1-3-4(2)5/h1,3H2,2H3",[CH2]CC(C)=O,0,0,0,1
C4H7O12-4,"InChI=1S/C4H7O/c1-2-4-3-5-4/h4H,1-3H2",[CH2]CC1OC1,0,0,0,1
C4H7O13-4,"InChI=1S/C4H7O/c1-4-2-3-5-4/h4H,1-3H2",[CH2]C1OCC1,0,0,0,1
C4H7O23-1,"InChI=1S/C4H7O/c1-3-4(2)5-3/h3-4H,1H2,2H3",[CH2]C1OC1C,0,0,0,1
IC4H8O2H-I,"InChI=1S/C4H9O2/c1-4(2)3-6-5/h4-5H,1,3H2,2H3",[CH2]C(C)COO,0,0,0,1
IC4H8OOH-IO2,"InChI=1S/C4H9O4/c1-4(2-7-5)3-8-6/h4-5H,2-3H2,1H3",CC(COO)CO[O],0,0,0,1
IC4H8O2H-T,"InChI=1S/C4H9O2/c1-4(2)3-6-5/h5H,3H2,1-2H3",C[C](C)COO,0,0,0,1
IC4H8OOH-TO2,"InChI=1S/C4H9O4/c1-4(2,8-6)3-7-5/h5H,3H2,1-2H3",CC(C)(COO)O[O],0,0,0,1
TC4H8O2H-I,"InChI=1S/C4H9O2/c1-4(2,3)6-5/h5H,1H2,2-3H3",[CH2]C(C)(C)OO,0,0,0,1
TC4H8OOH-IO2,"InChI=1S/C4H9O4/c1-4(2,8-6)3-7-5/h6H,3H2,1-2H3",CC(C)(CO[O])OO,0,0,0,1
IC4H9,"InChI=1S/C4H9/c1-4(2)3/h4H,1H2,2-3H3",[CH2]C(C)C,0,0,0,1
IC4H8,"InChI=1S/C4H8/c1-4(2)3/h1H2,2-3H3",C=C(C)C,0,0,0,1
TC4H9,InChI=1S/C4H9/c1-4(2)3/h1-3H3,C[C](C)C,0,0,0,1
IC4H10,"InChI=1S/C4H10/c1-4(2)3/h4H,1-3H3",CC(C)C,0,0,0,1
IC4KETII,"InChI=1S/C4H8O3/c1-4(2-5)3-7-6/h2,4,6H,3H2,1H3",CC(C=O)COO,0,0,0,1
IC4KETIT,"InChI=1S/C4H8O3/c1-4(2,3-5)7-6/h3,6H,1-2H3",CC(C)(C=O)OO,0,0,0,1
IC4H7OOH,"InChI=1S/C4H8O2/c1-4(2)3-6-5/h5H,1,3H2,2H3",C=C(C)COO,0,0,0,1
TIC4H7Q2-I,"InChI=1S/C4H9O4/c1-4(2,8-6)3-7-5/h5-6H,1,3H2,2H3",[CH2]C(C)(COO)OO,0,0,0,1
IIC4H7Q2-I,"InChI=1S/C4H9O4/c1-4(2-7-5)3-8-6/h4-6H,1-3H2",[CH2]C(COO)COO,0,0,0,1
IIC4H7Q2-T,"InChI=1S/C4H9O4/c1-4(2-7-5)3-8-6/h5-6H,2-3H2,1H3",C[C](COO)COO,0,0,0,1
IC3H7CHO,"InChI=1S/C4H8O/c1-4(2)3-5/h3-4H,1-2H3",CC(C)C=O,0,0,0,1
ET12IC4-1OOH,"InChI=1S/C4H8O3/c1-4(2-6-4)3-7-5/h5H,2-3H2,1H3",CC1(COO)OC1,0,0,0,1
TC4H9O,"InChI=1S/C4H9O/c1-4(2,3)5/h1-3H3",CC(C)(C)[O],0,0,0,1
IC4H9O,"InChI=1S/C4H9O/c1-4(2)3-5/h4H,3H2,1-2H3",CC(C)C[O],0,0,0,1
IC4H7,"InChI=1S/C4H7/c1-4(2)3/h1-2H2,3H3",[CH2]C(=C)C,0,0,0,1
IC4H7O,"InChI=1S/C4H7O/c1-4(2)3-5/h1,3H2,2H3",C=C(C)C[O],0,0,0,1
CC4H8O,"InChI=1S/C4H8O/c1-4-2-5-3-4/h4H,2-3H2,1H3",CC1COC1,0,0,0,1
IC4H8O,"InChI=1S/C4H8O/c1-4(2)3-5-4/h3H2,1-2H3",CC1(C)OC1,0,0,0,1
TC3H6CHO,"InChI=1S/C4H7O/c1-4(2)3-5/h3H,1-2H3",C[C](C)C=O,0,0,0,1
SC4H7OH-I,"InChI=1S/C4H8O/c1-4(2)3-5/h3,5H,1-2H3",CC(C)=CO,0,0,0,1
IC3H7CO,"InChI=1S/C4H7O/c1-4(2)3-5/h4H,1-2H3",CC(C)[C]=O,0,0,0,1
IC3H6CHO,"InChI=1S/C4H7O/c1-4(2)3-5/h3-4H,1H2,2H3",[CH2]C(C)C=O,0,0,0,1
IC3H5CHO,"InChI=1S/C4H6O/c1-4(2)3-5/h3H,1H2,2H3",C=C(C)C=O,0,0,0,1
IC3H6CO,InChI=1S/C4H6O/c1-4(2)3-5/h1-2H3,CC(C)=C=O,0,0,0,1
TC3H6OCHO,"InChI=1S/C4H7O2/c1-4(2,6)3-5/h3H,1-2H3",CC(C)(C=O)[O],0,0,0,1
IC3H6OHCHO,"InChI=1S/C4H8O2/c1-4(2,6)3-5/h3,6H,1-2H3",CC(C)(C=O)O,0,0,0,1
IC3H5CO,"InChI=1S/C4H5O/c1-4(2)3-5/h1H2,2H3",[CH2]C(C)=C=O,0,0,0,1
IC3H4CHO-A,"InChI=1S/C4H5O/c1-4(2)3-5/h3H,1-2H2",[CH2]C(=C)C=O,0,0,0,1
SC4H7OH-IP,"InChI=1S/C4H7O/c1-4(2)3-5/h3,5H,1H2,2H3",[CH2]C(C)=CO,0,0,0,1
SC4H7O-I,"InChI=1S/C4H7O2/c1-4(2-5)3-6/h2,5H,3H2,1H3",CC(=CO)C[O],0,0,0,1
SC4H7OOH-I,"InChI=1S/C4H8O3/c1-4(2-5)3-7-6/h2,5-6H,3H2,1H3",CC(=CO)COO,0,0,0,1
IC4H6OH,"InChI=1S/C4H7O/c1-4(2)3-5/h5H,1-3H2",[CH2]C(=C)CO,0,0,0,1
IC4H7-I1,"InChI=1S/C4H7/c1-4(2)3/h1H,2-3H3",[CH]=C(C)C,0,0,0,1
IC4H7O2,"InChI=1S/C4H7O2/c1-4(2)3-6-5/h1,3H2,2H3",C=C(C)CO[O],0,0,0,1
IC4H7OH,"InChI=1S/C4H8O/c1-4(2)3-5/h5H,1,3H2,2H3",C=C(C)CO,0,0,0,1
IC4H7-I1OO,"InChI=1S/C4H7O2/c1-4(2)3-6-5/h3H,1-2H3",CC(C)=CO[O],0,0,0,1
IC4H7O-1,"InChI=1S/C4H7O/c1-4(2)5-3/h1,3H2,2H3",C=C(C)O[CH2],0,0,0,1
IC4H6OOH-I,"InChI=1S/C4H7O2/c1-4(2)3-6-5/h5H,1-3H2",[CH2]C(=C)COO,0,0,0,1
CCYCCOOC-T1,"InChI=1S/C4H7O2/c1-4-2-5-6-3-4/h2-3H2,1H3",C[C]1COOC1,0,0,0,1
C2CYCOOC-I1,"InChI=1S/C4H7O2/c1-4(2)3-5-6-4/h1,3H2,2H3",[CH2]C1(C)OOC1,0,0,0,1
CVCYCCOC,InChI=1S/C4H6O/c1-4-2-5-3-4/h1-3H2,C=C1COC1,0,0,0,1
CCYC2OCO,"InChI=1S/C4H7O2/c1-4(2-5)3-6-4/h2-3H2,1H3",CC1(C[O])OC1,0,0,0,1
CCYCCOOC-I2,"InChI=1S/C4H7O2/c1-4-2-5-6-3-4/h2,4H,3H2,1H3",CC1COO[CH]1,0,0,0,1
CHOIC3H6O,"InChI=1S/C4H7O2/c1-4(2-5)3-6/h2,4H,3H2,1H3",CC(C=O)C[O],0,0,0,1
IC3H5OOCH2,"InChI=1S/C4H7O2/c1-4(2)6-5-3/h1,3H2,2H3",C=C(C)OO[CH2],0,0,0,1
IC4H8OH-IT,"InChI=1S/C4H9O/c1-4(2)3-5/h5H,3H2,1-2H3",C[C](C)CO,0,0,0,1
IC4H8OH-TI,"InChI=1S/C4H9O/c1-4(2,3)5/h5H,1H2,2-3H3",[CH2]C(C)(C)O,0,0,0,1
OVCC(VC)COJ,"InChI=1S/C4H5O2/c1-4(2-5)3-6/h2H,1,3H2",C=C(C=O)C[O],0,0,0,1
OVCC(VC)COOH,"InChI=1S/C4H6O3/c1-4(2-5)3-7-6/h2,6H,1,3H2",C=C(C=O)COO,0,0,0,1
IC4YAA,"InChI=1S/C4H4O2/c1-4(2-5)3-6/h2-3H,1H2",C=C(C=O)C=O,0,0,0,1
IC4YAA-R,"InChI=1S/C4H3O2/c1-4(2-5)3-6/h2H,1H2",[CH2]C(C=O)=C=O,0,0,0,1
IC4H6Q2-II,"InChI=1S/C4H8O4/c1-4(2-7-5)3-8-6/h5-6H,1-3H2",C=C(COO)COO,0,0,0,1
IC4QA-AOJ,"InChI=1S/C4H7O3/c1-4(2-5)3-7-6/h6H,1-3H2",C=C(C[O])COO,0,0,0,1
CVC(COOJ)COOH,"InChI=1S/C4H7O4/c1-4(2-7-5)3-8-6/h5H,1-3H2",C=C(COO)CO[O],0,0,0,1
C4H71-4,"InChI=1S/C4H7/c1-3-4-2/h3H,1-2,4H2",C=CC[CH2],0,0,0,1
C4H71-1,"InChI=1S/C4H7/c1-3-4-2/h1,3H,4H2,2H3",[CH]=CCC,0,0,0,1
C4H71-2,"InChI=1S/C4H7/c1-3-4-2/h1,4H2,2H3",C=[C]CC,0,0,0,1
C2H5CHCO,"InChI=1S/C4H6O/c1-2-3-4-5/h3H,2H2,1H3",CCC=C=O,0,0,0,1
PC4H8OH-2,"InChI=1S/C4H9O/c1-2-3-4-5/h3,5H,2,4H2,1H3",CC[CH]CO,0,0,0,1
SC4H8OH-1,"InChI=1S/C4H9O/c1-3-4(2)5/h4-5H,2-3H2,1H3",CCC([CH2])O,0,0,0,1
C4H71-3O2,"InChI=1S/C4H7O2/c1-3-4(2)6-5/h3-4H,1H2,2H3",C=CC(C)O[O],0,0,0,1
C4H72-1O2,"InChI=1S/C4H7O2/c1-2-3-4-6-5/h2-3H,4H2,1H3",CC=CCO[O],0,0,0,1
C4H6,"InChI=1S/C4H6/c1-3-4-2/h3-4H,1-2H2",C=CC=C,0,0,0,1
C4H612,"InChI=1S/C4H6/c1-3-4-2/h4H,1H2,2H3",C=C=CC,0,0,0,1
C4H6-1,"InChI=1S/C4H6/c1-3-4-2/h1H,4H2,2H3",C#CCC,0,0,0,1
C4H71-1O2,"InChI=1S/C4H7O2/c1-2-3-4-6-5/h3-4H,2H2,1H3",CCC=CO[O],0,0,0,1
C2H5CCHO,"InChI=1S/C4H6O/c1-2-3-4-5/h4H,2H2,1H3",CC[C]C=O,0,0,0,1
C3H6CHO-1,"InChI=1S/C4H7O/c1-2-3-4-5/h3-4H,2H2,1H3",CC[CH]C=O,0,0,0,1
SC3H5CHO,"InChI=1S/C4H6O/c1-2-3-4-5/h2-4H,1H3",CC=CC=O,0,0,0,1
C2H5COCHO,"InChI=1S/C4H6O2/c1-2-4(6)3-5/h3H,2H2,1H3",CCC(C=O)=O,0,0,0,1
C4H71-2O2,"InChI=1S/C4H7O2/c1-3-4(2)6-5/h2-3H2,1H3",CCC(=C)O[O],0,0,0,1
C2H5COCH,"InChI=1S/C4H6O/c1-3-4(2)5/h2H,3H2,1H3",CCC([CH])=O,0,0,0,1
C2H4COCH2,"InChI=1S/C4H6O/c1-3-4(2)5/h3H,2H2,1H3",C[CH]C([CH2])=O,0,0,0,1
C4H72-2,"InChI=1S/C4H7/c1-3-4-2/h3H,1-2H3",CC=[C]C,0,0,0,1
C4H7O2-1,"InChI=1S/C4H7O/c1-2-3-4-5/h2-3H,4H2,1H3",CC=CC[O],0,0,0,1
C2H3COCH3,"InChI=1S/C4H6O/c1-3-4(2)5/h3H,1H2,2H3",C=CC(C)=O,0,0,0,1
C4H71-4O2,"InChI=1S/C4H7O2/c1-2-3-4-6-5/h2H,1,3-4H2",C=CCCO[O],0,0,0,1
C4H7O1-4,"InChI=1S/C4H7O/c1-2-3-4-5/h2H,1,3-4H2",C=CCC[O],0,0,0,1
C4H61-3OOH4,"InChI=1S/C4H7O2/c1-2-3-4-6-5/h2-3,5H,1,4H2",C=C[CH]COO,0,0,0,1
C4H72OO1-3,"InChI=1S/C4H7O2/c1-4-2-3-5-6-4/h2,4H,3H2,1H3",CC1OOC[CH]1,0,0,0,1
C4H71OO2-3,"InChI=1S/C4H7O2/c1-3-4(2)6-5-3/h3-4H,1H2,2H3",[CH2]C1OOC1C,0,0,0,1
C4H7O1-2O-3,"InChI=1S/C4H7O2/c1-3(5)4-2-6-4/h3-4H,2H2,1H3",CC(C1OC1)[O],0,0,0,1
C4H7O2-3O-1,"InChI=1S/C4H7O2/c1-3-4(2-5)6-3/h3-4H,2H2,1H3",CC1OC1C[O],0,0,0,1
C4H72OO1-4,"InChI=1S/C4H7O2/c1-2-4-6-5-3-1/h1H,2-4H2",[CH]1COOCC1,0,0,0,1
C4H71OO2-4,"InChI=1S/C4H7O2/c1-4-2-3-5-6-4/h4H,1-3H2",[CH2]C1OOCC1,0,0,0,1
C4H7O1-2O-4,"InChI=1S/C4H7O2/c5-2-1-4-3-6-4/h4H,1-3H2",[O]CCC1OC1,0,0,0,1
AC3H5OCH2,"InChI=1S/C4H7O/c1-3-4-5-2/h3H,1-2,4H2",C=CCO[CH2],0,0,0,1
SC3H5OCH2-1,"InChI=1S/C4H7O/c1-3-4-5-2/h3-4H,2H2,1H3",CC=CO[CH2],0,0,0,1
C3H6CHO-2,"InChI=1S/C4H7O/c1-2-3-4-5/h2,4H,3H2,1H3",C[CH]CC=O,0,0,0,1
C4H5-3,"InChI=1S/C4H5/c1-3-4-2/h1,4H,2H3",C#C[CH]C,0,0,0,1
C4H5-4,"InChI=1S/C4H5/c1-3-4-2/h1H,2,4H2",C#CC[CH2],0,0,0,1
C4H6-2,InChI=1S/C4H6/c1-3-4-2/h1-2H3,CC#CC,0,0,0,1
C2H5CCO,"InChI=1S/C4H5O/c1-2-3-4-5/h2H2,1H3",CC[C]=C=O,0,0,0,1
CH3C3H2O,"InChI=1S/C4H5O/c1-2-3-4-5/h2,4H,1H3",CC=[C]C=O,0,0,0,1
SC3H5CO,"InChI=1S/C4H5O/c1-2-3-4-5/h2-3H,1H3",C[CH]C=C=O,0,0,0,1
C2H5CCHOH,"InChI=1S/C4H7O/c1-2-3-4-5/h4-5H,2H2,1H3",CC[C]=CO,0,0,0,1
C2H5COHCH,"InChI=1S/C4H7O/c1-3-4(2)5/h2,5H,3H2,1H3",CCC(=[CH])O,0,0,0,1
C4H5-I,"InChI=1S/C4H5/c1-3-4-2/h3H,1-2H2",C=C[C]=C,0,0,0,1
C4H5-N,"InChI=1S/C4H5/c1-3-4-2/h1,3-4H,2H2",[CH]=CC=C,0,0,0,1
C4H5-2,"InChI=1S/C4H5/c1-3-4-2/h1H2,2H3",C=C=[C]C,0,0,0,1
BUTA123TRIENE,InChI=1S/C4H4/c1-3-4-2/h1-2H2,C=C=C=C,0,0,0,1
IC5T1,"InChI=1S/C5H8/c1-4-5(2)3/h1,5H,2-3H3",C#CC(C)C,0,0,0,1
C5H82-3,"InChI=1S/C5H8/c1-3-5-4-2/h3-4H,1-2H3",CC=C=CC,0,0,0,1
C2HCOCH3,"InChI=1S/C4H4O/c1-3-4(2)5/h1H,2H3",C#CC(C)=O,0,0,0,1
C4H612OOH,"InChI=1S/C4H6O2/c1-2-3-4-6-5/h2,4-5H,1H3",CC=C=COO,0,0,0,1
C4H5O1-4,"InChI=1S/C4H5O/c1-2-3-4-5/h1H,3-4H2",C#CCC[O],0,0,0,1
C4H5-4O2,"InChI=1S/C4H5O2/c1-2-3-4-6-5/h1H,3-4H2",C#CCCO[O],0,0,0,1
C2H5COH,"InChI=1S/C3H6O/c1-2-3-4/h4H,2H2,1H3",CC[C]O,0,0,0,1
C4H4O,"InChI=1S/C4H4O/c1-2-3-4-5/h4H,1H3",CC#CC=O,0,0,0,1
CH3CHCCO,"InChI=1S/C4H4O/c1-2-3-4-5/h2H,1H3",CC=C=C=O,0,0,0,1
"C4H63,1-1OH","InChI=1S/C4H7O/c1-2-3-4-5/h2-5H,1H3",C[CH]C=CO,0,0,0,1
C4H5-4O2H,"InChI=1S/C4H6O2/c1-2-3-4-6-5/h1,5H,3-4H2",C#CCCOO,0,0,0,1
C4H6OHOOH1-1-3,"InChI=1S/C4H8O3/c1-4(7-6)2-3-5/h2-6H,1H3/b3-2+",CC(/C=C/O)OO,0,0,0,1
CH3CHOCHCHOH,"InChI=1S/C4H7O2/c1-4(6)2-3-5/h2-5H,1H3/b3-2+",CC(/C=C/O)[O],0,0,0,1
CH3COCHCHOH,"InChI=1S/C4H6O2/c1-4(6)2-3-5/h2-3,5H,1H3/b3-2+",CC(/C=C/O)=O,0,0,0,1
"C4H63,1-3OH","InChI=1S/C4H7O/c1-3-4(2)5/h3,5H,1H2,2H3",C=C[C](C)O,0,0,0,1
C4H6OHOOH2-2-4,"InChI=1S/C4H8O3/c1-4(5)2-3-7-6/h2,5-6H,3H2,1H3/b4-2-",C/C(=C/COO)O,0,0,0,1
CH3COHCHCH2O,"InChI=1S/C4H7O2/c1-4(6)2-3-5/h2,6H,3H2,1H3/b4-2-",C/C(=C/C[O])O,0,0,0,1
